RegionID,CentroidX,CentroidY,CentroidZ,Volume
985,411.52,134.25,104.11,681377
987,362.67,314.67,219.6,332962
988,532.94,206.39,195.68,56753
989,371.26,212.18,255.16,25028
990,560.91,205.28,166.44,16524
992,379.98,147.39,247.11,366397
993,374.47,123.08,95.83,524016
995,370.97,329.63,251.6,762162
996,469.52,256.65,83.34,25638
997,423.93,224.45,166.63,25001005
998,441.29,333.66,122.86,21155
999,548.61,276.03,170.1,9364
1001,379.98,147.39,247.11,366397
1002,549.44,174.1,175.05,164110
1004,355.29,363.07,167.57,4742
1005,519.22,186.03,174.71,8654
1006,448.38,61.09,153.96,28435
1007,441,154.72,241.76,333075
1008,432.95,210.21,179.95,68977
1009,349.76,258.41,122.07,1210
1010,539.43,253.4,129.15,10486
1011,534.07,148,174.64,152427
1014,450.27,229.53,173.24,28901
1015,348.69,130.5,106.97,34771
1016,350.31,257.49,120.58,1169
1017,470.04,181.72,256.91,504192
1018,554.59,206.41,166.56,147982
1020,392.07,220.49,165.56,51348
1021,369.4,139.17,105.48,82779
1022,439.88,270.92,139.47,91837
1023,548.87,206.72,167.67,43596
1025,445.9,234.33,267.27,129131
1026,435.16,167.85,122.37,14383
1027,552.61,173.26,197.47,10817
1029,410.48,221.81,184.62,6329
1030,423.16,71.56,128.85,20708
1031,434.68,285.54,147.48,16456
1033,427.75,243.99,264.95,117217
1034,337.03,268.52,82.26,16554
1035,537.91,207.15,133.33,42041
1037,426.21,146.26,207.7,51155
1038,484.02,165.32,140.85,130262
1039,354.01,276.11,275,330
1041,511.82,292.14,237.02,234960
1042,345.81,269.26,83.15,20502
1044,433.56,248.7,188.5,4817
1045,530.53,228.69,184.15,6778
1046,407.18,86.52,186.92,18977
1047,507.78,142.03,139.19,86171
1048,350.46,339.69,250.32,146921
1049,497.99,287.22,232.13,106954
1050,351.92,268.81,86.4,17430
1052,388.55,248.8,213.59,24614
1053,341.69,133.74,115.47,263656
1054,364.33,214.12,87.61,22169
1056,470.19,174.13,251.19,210845
1057,497.72,249.16,103.88,116581
1058,532.85,254.05,132.13,25043
1059,354.98,255.52,92.82,5816
1061,354.29,173.93,177.81,2796
1062,474.73,171.47,142.72,25106
1064,469.93,187.18,261.02,293347
1065,383.89,320.07,236.07,2551478
1066,413.84,56,187.99,23999
1067,342.47,332.71,79.12,8803
1069,354.18,390.84,242.52,4480
1070,496.29,150.41,140.2,154949
1072,428.59,207.95,186.93,9422
1073,466.39,211.41,249.83,1425532
1074,518.43,90.32,187.98,14109
1075,348.79,327.34,79.47,7310
1076,350.31,257.49,120.58,1169
1077,346.8,295.26,150.1,1046
1079,436.91,224.48,188.12,19259
1080,442.39,194.3,176.99,1143656
1081,362.77,206.09,92.84,5015
1082,350.8,320.93,81.09,3785
1084,447.15,186.65,207.28,64767
1085,369.4,141.7,121.22,8324
1086,442.56,85.01,153.02,30375
1088,421.85,231.6,185.54,7489
1089,467.33,216.85,188.52,2197267
1090,526.92,210.84,134.18,86884
1091,379.98,147.39,247.11,366397
1093,364.02,318.89,224.75,168559
1094,417.88,93.86,130.61,19158
1096,360.3,255.82,140.55,17982
1097,364.61,332.56,150.48,822371
1098,387.52,315.45,273,11223
1100,373.13,191.43,178.51,80074
1101,450.96,240.12,87.54,32038
1102,452.15,189.85,102.51,31487
1104,361.2,272.31,140.09,4922
1105,469.88,336.13,148.3,11900
1106,550.22,254.28,130.68,22346
1107,360.49,353.61,272.07,28508
1109,357.24,320.99,118.16,1231
1110,350.09,324.38,175.38,9413
1111,436.2,96.43,153.42,72877
1113,348.01,246.85,139.67,3711
1114,505.7,104.31,187.39,12484
1116,350.31,257.49,120.58,1169
1117,364.26,296.17,212.17,221755
1118,331.88,319.57,176.41,4055
1120,334.07,268.51,139.21,2229
1121,550.25,283.24,197.61,79304
1124,343.15,344.67,134.82,116240
1125,381.45,214.15,78.66,15982
1126,334.31,348.78,167.59,875
1127,556.24,194.76,188.45,49648
1128,413.37,109.9,129.33,63092
1129,375.4,279.69,154.53,1820805
1131,350.31,257.49,120.58,1169
1132,410.62,299.62,220.91,211648
1133,487.42,322.66,196,53
1139,439.22,363.35,138.95,5086
1140,519.7,352.18,185.13,20175
1141,514.67,340.78,184.8,59427
1142,512.09,334.92,184.63,39252
1143,425.41,195.17,250.39,2352899
1144,425.41,195.17,250.39,2352899
1145,425.41,195.17,250.39,2352899
10671,364.61,332.56,150.48,822371
10672,442.82,156.17,241.59,148431
10673,441,154.72,241.76,333075
10674,439.53,153.56,241.9,184644
10675,468.94,173.03,251.71,133350
10676,470.19,174.13,251.19,210845
10677,472.32,176.04,250.29,77495
10678,469.26,182.95,259.46,182975
10679,469.93,187.18,261.02,293347
10680,471.03,194.18,263.6,110372
10681,447.11,233.77,266.65,73636
10682,445.9,234.33,267.27,129131
10683,444.29,235.07,268.09,55495
10684,434.32,244.05,263.98,73409
10685,232,214.2,262,5
10686,416.85,243.91,266.57,43803
10687,512.48,292.3,236.74,131532
10688,511.82,292.14,237.02,234960
10689,511,291.93,237.37,103428
10690,505.35,289.1,234.16,72150
10691, NaN,290,232,1
10692,482.92,283.3,227.93,34803
10693,463.24,234.05,210.48,55755
10694,458.26,232.95,210.97,41204
10695,477.56,237.19,209.09,14551
10696,428.48,160.27,208.87,14898
10697,449.83,164.26,221.56,468
10698,424.95,140.19,207.03,35789
10699,447.15,186.65,207.28,64767
10700,444.37,192.5,207.02,43673
10701,452.8,174.54,207.82,21094
10702,423.33,199.69,180.83,314354
10703,417.06,187.51,179.52,178931
10704,439.68,235.4,186.46,61939
10705,338.84,230.59,247.15,2328
10706,337.59,233.84,247.55,5302
10707,336.61,236.4,247.86,2974
10708,346.89,200.71,234.38,39391
10709,346.98,199.53,233.76,81510
10710,346.55,198.43,233.18,42119
10711,358.98,166.19,241.78,83189
10712,358.15,163.33,241.22,160344
10713,357.93,160.26,240.62,77155
10714,379.98,147.39,247.11,366397
10715,379.98,147.39,247.11,366397
10716,379.98,147.39,247.11,366397
10717,379.98,147.39,247.11,366397
10718,379.98,147.39,247.11,366397
10719,379.98,147.39,247.11,366397
10720,377.38,147.13,248,171291
10721,379.98,147.39,247.11,366397
10722,382.27,147.62,246.32,195106
10723,365.75,135.18,267.54,68218
10724,365.93,134.09,266.93,137469
10725,366.11,133.03,266.32,69251
10726,348.53,170.6,273.34,4622
10727,350.73,172.66,273.56,9068
10728,353.03,174.81,273.83,4445
10729,348.43,204.41,269.97,12471
10730,349.11,220.74,270.93,21873
10731,349.43,242.4,272.2,9402
10732,352.64,228.66,269.01,41206
10733,352.23,237.27,268.38,78806
10734,351.77,246.71,267.7,37600
10735,356.16,245.66,257.57,33688
10736,355.44,249.55,257.92,66598
10737,355.46,253.54,258.28,32910
12993,479.94,146.37,131.3,2260507
12994,479.94,146.37,131.3,2260507
12995,479.94,146.37,131.3,2260507
12996,479.94,146.37,131.3,2260507
12997,479.94,146.37,131.3,2260507
12998,479.94,146.37,131.3,2260507
